isic_id,cluster_label
ISIC_0000002,0
ISIC_0000004,0
ISIC_0000013,0
ISIC_0000022,0
ISIC_0000026,0
ISIC_0000029,0
ISIC_0000030,0
ISIC_0000031,0
ISIC_0000035,0
ISIC_0000036,0
ISIC_0000040,0
ISIC_0000046,0
ISIC_0000054,0
ISIC_0000056,0
ISIC_0000070,0
ISIC_0000076,0
ISIC_0000077,0
ISIC_0000078,0
ISIC_0000139,0
ISIC_0000140,0
ISIC_0000141,0
ISIC_0000142,0
ISIC_0000143,0
ISIC_0000144,0
ISIC_0000145,0
ISIC_0000146,0
ISIC_0000147,0
ISIC_0000148,0
ISIC_0000149,0
ISIC_0000150,0
ISIC_0000151,0
ISIC_0000152,0
ISIC_0000153,0
ISIC_0000154,0
ISIC_0000156,0
ISIC_0000157,0
ISIC_0000158,0
ISIC_0000159,0
ISIC_0000163,0
ISIC_0000165,0
ISIC_0000168,0
ISIC_0000169,0
ISIC_0000170,0
ISIC_0000172,0
ISIC_0000175,0
ISIC_0000176,0
ISIC_0000276,0
ISIC_0000277,0
ISIC_0000278,0
ISIC_0000281,0
ISIC_0000282,1
ISIC_0000283,0
ISIC_0000287,0
ISIC_0000290,0
ISIC_0000291,0
ISIC_0000292,0
ISIC_0000294,0
ISIC_0000296,0
ISIC_0000305,0
ISIC_0000390,0
ISIC_0000393,0
ISIC_0000394,0
ISIC_0000395,0
ISIC_0000398,0
ISIC_0000399,0
ISIC_0000400,0
ISIC_0000401,0
ISIC_0000402,0
ISIC_0000404,0
ISIC_0000405,0
ISIC_0000406,0
ISIC_0000410,0
ISIC_0000411,0
ISIC_0000412,0
ISIC_0000413,0
ISIC_0000414,0
ISIC_0000415,0
ISIC_0000417,0
ISIC_0000420,0
ISIC_0000428,0
ISIC_0000429,0
ISIC_0000432,0
ISIC_0000434,0
ISIC_0000438,0
ISIC_0000440,0
ISIC_0000441,0
ISIC_0000444,0
ISIC_0000445,0
ISIC_0000446,0
ISIC_0000450,0
ISIC_0000459,0
ISIC_0000462,0
ISIC_0000463,0
ISIC_0000466,0
ISIC_0000469,0
ISIC_0000482,0
ISIC_0000484,0
ISIC_0000487,0
ISIC_0000502,0
ISIC_0000511,0
ISIC_0000513,0
ISIC_0000516,0
ISIC_0000517,0
ISIC_0000518,0
ISIC_0000519,0
ISIC_0000520,0
ISIC_0000521,0
ISIC_0000522,0
ISIC_0000531,0
ISIC_0000533,0
ISIC_0000547,0
ISIC_0000548,0
ISIC_0000549,0
ISIC_0000551,0
ISIC_0000552,0
ISIC_0000553,0
ISIC_0000554,0
ISIC_0000555,0
ISIC_0001100,0
ISIC_0001101,0
ISIC_0001102,0
ISIC_0001103,0
ISIC_0001105,0
ISIC_0001106,0
ISIC_0001108,0
ISIC_0001110,0
ISIC_0001116,0
ISIC_0001118,0
ISIC_0001119,0
ISIC_0001121,0
ISIC_0001124,0
ISIC_0001125,0
ISIC_0001126,0
ISIC_0001127,0
ISIC_0001128,0
ISIC_0001131,0
ISIC_0001132,0
ISIC_0001133,0
ISIC_0001134,0
ISIC_0001135,0
ISIC_0001137,0
ISIC_0001138,0
ISIC_0001140,0
ISIC_0001141,0
ISIC_0001142,0
ISIC_0001143,0
ISIC_0001148,0
ISIC_0001151,0
ISIC_0001152,-1
ISIC_0001154,0
ISIC_0001157,0
ISIC_0009868,0
ISIC_0009882,0
ISIC_0009890,0
ISIC_0009898,0
ISIC_0009905,0
ISIC_0009913,0
ISIC_0009916,0
ISIC_0009918,0
ISIC_0009924,0
ISIC_0009927,0
ISIC_0009934,0
ISIC_0009950,0
ISIC_0009955,0
ISIC_0009960,0
ISIC_0009971,0
ISIC_0009993,0
ISIC_0010000,0
ISIC_0010007,0
ISIC_0010011,0
ISIC_0010016,0
ISIC_0010023,0
ISIC_0010024,0
ISIC_0010029,0
ISIC_0010034,0
ISIC_0010036,0
ISIC_0010039,0
ISIC_0010049,0
ISIC_0010050,0
ISIC_0010054,0
ISIC_0010056,0
ISIC_0010067,0
ISIC_0010080,0
ISIC_0010081,0
ISIC_0010089,0
ISIC_0010094,0
ISIC_0010106,0
ISIC_0010119,0
ISIC_0010120,0
ISIC_0010131,-1
ISIC_0010137,0
ISIC_0010140,0
ISIC_0010145,0
ISIC_0010148,0
ISIC_0010162,0
ISIC_0010164,0
ISIC_0010165,0
ISIC_0010171,0
ISIC_0010174,0
ISIC_0010189,0
ISIC_0010194,0
ISIC_0010207,0
ISIC_0010208,0
ISIC_0010210,0
ISIC_0010225,0
ISIC_0010231,0
ISIC_0010235,0
ISIC_0010240,0
ISIC_0010241,0
ISIC_0010245,0
ISIC_0010251,0
ISIC_0010265,0
ISIC_0010271,0
