isic_id,cluster_label
ISIC_0000002,0
ISIC_0000004,0
ISIC_0000013,0
ISIC_0000022,0
ISIC_0000026,0
ISIC_0000029,0
ISIC_0000030,0
ISIC_0000031,0
ISIC_0000035,0
ISIC_0000036,0
ISIC_0000040,0
ISIC_0000046,0
ISIC_0000054,0
ISIC_0000056,0
ISIC_0000070,0
ISIC_0000076,0
ISIC_0000077,0
ISIC_0000078,0
ISIC_0000139,0
ISIC_0000140,0
ISIC_0000141,0
ISIC_0000142,0
ISIC_0000143,0
ISIC_0000144,0
ISIC_0000145,0
ISIC_0000146,0
ISIC_0000147,0
ISIC_0000148,0
ISIC_0000149,0
ISIC_0000150,0
ISIC_0000151,0
ISIC_0000152,0
ISIC_0000153,0
ISIC_0000154,0
ISIC_0000156,0
ISIC_0000157,0
ISIC_0000158,0
ISIC_0000159,0
ISIC_0000163,0
ISIC_0000165,0
ISIC_0000168,0
ISIC_0000169,0
ISIC_0000170,0
ISIC_0000172,0
ISIC_0000175,0
ISIC_0000176,0
ISIC_0000276,0
ISIC_0000277,0
ISIC_0000278,0
ISIC_0000281,0
ISIC_0000282,0
ISIC_0000283,0
ISIC_0000287,0
ISIC_0000290,0
ISIC_0000291,0
ISIC_0000292,0
ISIC_0000294,0
ISIC_0000296,0
ISIC_0000305,0
ISIC_0000390,0
ISIC_0000393,0
ISIC_0000394,0
ISIC_0000395,0
ISIC_0000398,0
ISIC_0000399,0
ISIC_0000400,0
ISIC_0000401,0
ISIC_0000402,0
ISIC_0000404,0
ISIC_0000405,0
ISIC_0000406,0
ISIC_0000410,0
ISIC_0000411,0
ISIC_0000412,0
ISIC_0000413,0
ISIC_0000414,0
ISIC_0000415,0
ISIC_0000417,0
ISIC_0000420,0
ISIC_0000428,0
ISIC_0000429,0
ISIC_0000432,0
ISIC_0000434,0
ISIC_0000438,0
ISIC_0000440,0
ISIC_0000441,0
ISIC_0000444,0
ISIC_0000445,0
ISIC_0000446,0
ISIC_0000450,0
ISIC_0000459,2
ISIC_0000462,0
ISIC_0000463,2
ISIC_0000466,0
ISIC_0000469,0
ISIC_0000482,0
ISIC_0000484,0
ISIC_0000487,1
ISIC_0000502,0
ISIC_0000511,0
ISIC_0000513,0
ISIC_0000516,0
ISIC_0000517,0
ISIC_0000518,0
ISIC_0000519,0
ISIC_0000520,0
ISIC_0000521,0
ISIC_0000522,0
ISIC_0000531,1
ISIC_0000533,0
ISIC_0000547,0
ISIC_0000548,0
ISIC_0000549,0
ISIC_0000551,0
ISIC_0000552,0
ISIC_0000553,0
ISIC_0000554,0
ISIC_0000555,0
ISIC_0001100,0
ISIC_0001101,0
ISIC_0001102,0
ISIC_0001103,0
ISIC_0001104,0
ISIC_0001105,0
ISIC_0001106,0
ISIC_0001107,0
ISIC_0001108,0
ISIC_0001109,0
ISIC_0001110,0
ISIC_0001111,1
ISIC_0001113,1
ISIC_0001114,0
ISIC_0001116,0
ISIC_0001117,1
ISIC_0001118,0
ISIC_0001119,0
ISIC_0001120,0
ISIC_0001121,0
ISIC_0001122,1
ISIC_0001123,0
ISIC_0001124,0
ISIC_0001125,0
ISIC_0001126,0
ISIC_0001127,0
ISIC_0001128,0
ISIC_0001130,1
ISIC_0001131,0
ISIC_0001132,0
ISIC_0001133,0
ISIC_0001134,0
ISIC_0001135,0
ISIC_0001136,0
ISIC_0001137,0
ISIC_0001138,0
ISIC_0001139,0
ISIC_0001140,0
ISIC_0001141,0
ISIC_0001142,0
ISIC_0001143,0
ISIC_0001144,0
ISIC_0001145,0
ISIC_0001146,0
ISIC_0001147,0
ISIC_0001148,0
ISIC_0001149,0
ISIC_0001150,0
ISIC_0001151,0
ISIC_0001152,0
ISIC_0001153,0
ISIC_0001154,0
ISIC_0001155,0
ISIC_0001156,1
ISIC_0001157,0
ISIC_0001158,1
ISIC_0001159,0
ISIC_0009868,0
ISIC_0009869,0
ISIC_0009870,0
ISIC_0009871,0
ISIC_0009872,0
ISIC_0009873,0
ISIC_0009874,0
ISIC_0009875,0
ISIC_0009877,0
ISIC_0009878,0
ISIC_0009879,0
ISIC_0009880,0
ISIC_0009881,0
ISIC_0009882,0
ISIC_0009884,0
ISIC_0009890,0
ISIC_0009891,0
ISIC_0009895,0
ISIC_0009896,0
ISIC_0009898,0
ISIC_0009900,0
ISIC_0009905,0
ISIC_0009906,0
ISIC_0009912,0
ISIC_0009913,0
ISIC_0009914,0
ISIC_0009915,0
ISIC_0009916,0
ISIC_0009918,0
ISIC_0009919,0
ISIC_0009920,0
ISIC_0009921,0
ISIC_0009924,0
ISIC_0009926,0
ISIC_0009927,0
ISIC_0009928,0
ISIC_0009934,0
ISIC_0009935,0
